iduser ,location,rank ,average_rating
93982,\N,\N,5
93985,\N,\N,5
93992,"Daytona Beach, FL, US",\N,\N
93994,\N,\N,1
93996,\N,\N,5
93997,\N,\N,5
93998,\N,\N,4
94007,\N,\N,5
94009,\N,\N,4
94013,"Richmond, Virginia, USA",\N,4
94031,\N,\N,3.6
94036,\N,\N,3
94055,\N,\N,4
94058,\N,\N,5
94062,\N,\N,1
94068,\N,\N,5
94072,\N,\N,\N
94073,\N,\N,3
94074,\N,\N,1
94075,"Monaca, Pa",\N,4.8333
94079,\N,\N,4
94081,\N,\N,5
94082,\N,\N,3.5
94083,\N,\N,4.25
94084,\N,\N,4
94086,\N,\N,5
94088,\N,\N,5
94089,\N,\N,1
94093,\N,\N,2
94097,\N,\N,3.6
94099,\N,\N,4
94103,\N,\N,3
94106,\N,\N,4
94107,"Atlanta, GA",\N,4.75
94109,\N,\N,5
94114,\N,\N,1
94115,\N,\N,1
94116,\N,\N,5
94119,\N,\N,1
94125,\N,\N,4
94128,\N,\N,5
94131,\N,\N,5
94133,\N,\N,1
94141,\N,\N,2
94157,\N,\N,3.5
94158,\N,\N,4
94159,\N,\N,3
94170,Utah,\N,\N
94176,\N,\N,4
94177,\N,\N,\N
94181,\N,\N,2
94187,\N,\N,3
94192,\N,\N,1
94199,\N,\N,3
94205,\N,\N,5
94209,\N,\N,1
94214,\N,\N,5
94215,\N,\N,\N
94221,\N,\N,4
94228,\N,\N,4.5
94232,"Michigan, US",\N,4
94233,\N,\N,4
94243,\N,\N,\N
94244,\N,\N,\N
94248,\N,\N,4.4
94256,\N,\N,4.8
94257,\N,\N,5
94261,\N,\N,5
94262,\N,\N,3.6029
94266,\N,\N,\N
94269,\N,\N,5
94273,"Houston, Texas",\N,3.5
94277,\N,\N,5
94280,\N,\N,\N
94287,\N,\N,5
94294,\N,\N,4
94297,\N,\N,\N
94303,\N,\N,5
94305,\N,\N,\N
94312,\N,\N,1
94313,\N,\N,5
94315,\N,\N,2
94316,"San Francisco Bay Area, CA",\N,2.6667
94317,\N,\N,3.3333
94321,\N,\N,2
94353,Cary NC,\N,3.5
94374,\N,\N,1
94377,\N,\N,2.4286
94380,\N,\N,2.6667
94381,\N,\N,\N
94382,\N,\N,5
94385,\N,\N,1
94386,\N,\N,3.8889
94390,\N,\N,4
94396,\N,\N,4.5
94401,\N,\N,4.76
94402,"Arkansas, USA",\N,3.6667
94403,\N,\N,5
94404,\N,\N,5
94412,\N,\N,5
94413,\N,\N,2
94414,\N,\N,1
94434,\N,\N,1
94435,\N,\N,2
94436,\N,\N,5
94439,\N,\N,4
94445,\N,\N,1
94446,Illinois,\N,1
94449,\N,\N,2
94454,\N,\N,1
94472,\N,\N,4
94478,\N,\N,5
94488,\N,\N,5
94492,\N,\N,4.3333
94496,\N,\N,4
94503,"Mandeville,Louisiana",\N,4.25
94517,\N,\N,5
94526,\N,\N,2.2222
94528,\N,\N,3.2969
94535,\N,\N,5
94543,\N,\N,4
94550,\N,\N,\N
94554,\N,\N,4.1818
94556,\N,\N,5
94559,\N,\N,3
94584,\N,\N,\N
94589,\N,\N,5
94591,\N,\N,3
94594,"Rohnert Park, California",\N,3.8462
94596,\N,\N,4
94602,\N,\N,4.0909
94605,"Vancouver, Canada",\N,4.3333
94616,\N,\N,\N
94617,\N,\N,4
94621,\N,\N,5
94627,\N,\N,4
94632,\N,\N,1
94635,\N,\N,3
94636,\N,\N,5
94645,"Alexandria, VA, 22314",\N,3.5152
94646,\N,\N,5
94658,\N,\N,4
94665,\N,\N,3
94669,\N,\N,5
94670,\N,\N,5
94678,\N,\N,1
94680,\N,\N,5
94683,\N,\N,2
94684,"Westmont, IL",\N,5
94686,"Gallatin, TN",\N,4.3333
94692,\N,\N,1.6667
94694,\N,\N,5
94697,\N,\N,\N
94698,\N,\N,5
94704,\N,\N,5
94711,\N,\N,4
94713,Arkansas,\N,3.963
94714,\N,\N,\N
94718,\N,\N,1
94726,"New York, NY",\N,1
94749,\N,\N,\N
94755,\N,\N,5
94757,\N,\N,5
94764,\N,\N,5
94777,\N,\N,\N
94783,Oklahoma,\N,4.5455
94785,\N,\N,4.3333
94787,\N,\N,5
94796,\N,\N,5
94807,\N,\N,4
94808,\N,\N,1
94810,\N,\N,3
94811,\N,\N,4
94819,\N,\N,\N
94821,Pennsylvania,\N,5
94822,Southern California,\N,4.6667
94838,\N,\N,1
94848,\N,\N,4
94855,\N,\N,3
94856,\N,\N,4.5
94867,\N,\N,5
94868,\N,\N,5
94869,\N,\N,5
94875,\N,\N,5
94876,"Massachusetts, USA",\N,4.2857
94886,\N,\N,\N
94887,\N,\N,5
94888,\N,\N,5
94902,\N,\N,\N
94905,\N,\N,1
94906,\N,\N,5
94919,\N,\N,5
94920,\N,\N,3.5
94926,\N,\N,2
94927,\N,\N,4.5
94931,\N,\N,4
94935,\N,\N,2
94938,\N,\N,4
94943,Texas,\N,4
94959,\N,\N,2
94961,\N,\N,5
94967,"Miami, Florida,USA",\N,5
94968,\N,\N,5
94970,"Los Angeles, CA",\N,3
94974,\N,\N,5
94975,\N,\N,4.5
94980,\N,\N,5
94981,\N,\N,4
94983,\N,\N,4
95002,\N,\N,\N
95010,\N,\N,4
95012,\N,\N,4
95014,\N,\N,4.3846
95017,\N,\N,4
95034,\N,\N,4.0909
95040,\N,\N,4
95044,\N,\N,5
95049,\N,\N,2
95053,\N,\N,5
95060,\N,\N,1
95061,\N,\N,4
95063,\N,\N,5
95064,\N,\N,4.25
95066,\N,\N,5
95078,\N,\N,4
95080,\N,\N,3.6
95081,\N,\N,2
95084,\N,\N,1
95086,\N,\N,5
95091,\N,\N,4
95097,\N,\N,4.6667
95108,\N,\N,5
95113,\N,\N,5
95127,\N,\N,5
95130,\N,\N,4
95131,\N,\N,4
95144,\N,\N,1
95150,"Louisville, KY",\N,4.3333
95151,"New York, NY",\N,3.5
95156,"Orlando, FL",\N,3.6667
95160,\N,\N,5
95165,\N,\N,\N
95166,\N,\N,1
95172,\N,\N,3.6667
95182,"laotto, indiana",\N,3
95184,\N,\N,3.5
95189,\N,\N,5
95192,\N,\N,3
95196,\N,\N,5
95202,\N,\N,5
95205,\N,\N,4
95208,\N,\N,2
95210,\N,\N,5
95213,\N,\N,5
95229,\N,\N,4
95235,California,\N,5
95236,\N,\N,5
95241,\N,\N,1
95242,Massachusetts,\N,3
95248,\N,\N,4
95252,\N,\N,4.4
95263,\N,\N,3
95266,\N,\N,1
95281,\N,\N,\N
95293,\N,\N,\N
95301,\N,\N,4.6
95306,\N,\N,\N
95323,\N,\N,5
95330,"Salisbury, NC",\N,4.5
95345,\N,\N,4
95348,\N,\N,4.5
95349,\N,\N,1
95352,\N,\N,4.5
95358,\N,\N,5
95363,\N,\N,5
95376,\N,\N,4
95379,\N,\N,5
95380,\N,\N,3.75
95394,\N,\N,4
95397,Missouri,\N,4.4
95403,"LA, Cali",\N,3.8333
95420,\N,\N,5
95423,\N,\N,4
95431,"Seattle, WA",\N,4.5
95434,\N,\N,2
95448,\N,\N,5
95453,USA,\N,3.6
95469,\N,\N,3
95471,\N,\N,4.3333
95473,\N,\N,3.6667
95478,\N,\N,5
95486,\N,\N,5
95490,\N,\N,\N
95500,"Wilmington, Delaware",\N,4.1111
95507,\N,\N,4
95509,"Louisville, KY",\N,4.1111
95518,\N,\N,5
95519,\N,\N,4.6667
95520,\N,\N,\N
95525,\N,\N,2
95535,\N,\N,4
95536,\N,\N,5
95538,\N,\N,4
95549,\N,\N,3.8333
95554,\N,\N,4
95557,\N,\N,4
95560,\N,\N,5
95566,Paducah KY,\N,3.4706
95574,\N,\N,\N
95581,\N,\N,5
95608,\N,\N,5
95609,\N,\N,3
95610,\N,\N,5
95621,\N,\N,\N
95622,\N,\N,5
95631,\N,\N,5
95633,\N,\N,2.75
95638,\N,\N,4
95644,\N,\N,5
95649,\N,\N,5
95652,\N,\N,1
95654,\N,\N,5
95655,\N,\N,4
95657,\N,\N,4
95658,\N,\N,1
95659,\N,\N,5
95665,\N,\N,5
95674,"New York, NY, USA",\N,5
95680,\N,\N,5
95681,\N,\N,3.3333
95685,\N,\N,5
95686,\N,\N,1
95687,\N,\N,1
95690,\N,\N,5
95691,\N,\N,3.6667
95697,\N,\N,1
95703,\N,\N,1
95711,\N,\N,5
95713,\N,\N,\N
95716,\N,\N,1
95717,\N,\N,4
95718,\N,\N,1
95721,\N,\N,1
95725,\N,\N,1
95734,\N,\N,1
95738,\N,\N,5
95741,\N,\N,5
95743,\N,\N,4.7429
95746,\N,\N,5
95748,\N,\N,5
95751,\N,\N,5
95757,\N,\N,1
95758,\N,\N,5
95766,\N,\N,\N
95767,\N,\N,1
95770,\N,\N,2
95771,\N,\N,1
95777,\N,\N,4
95781,\N,\N,1
95785,\N,\N,1
95787,\N,\N,5
95788,\N,\N,3.3333
95794,\N,\N,2
95799,\N,\N,5
95801,Portland Oregon,\N,\N
95810,\N,\N,5
95816,"Panhandle of Florida, U.S.A",\N,2
95818,\N,\N,3
95819,\N,\N,5
95821,\N,\N,5
95824,\N,\N,5
95828,\N,\N,1
95832,\N,\N,5
95841,\N,\N,4.5
95842,"Lemoore, CA USA",\N,3
95845,\N,\N,5
95846,\N,\N,5
95848,\N,\N,5
95849,\N,\N,5
95852,\N,\N,3
95858,\N,\N,4
95860,\N,\N,1
95865,\N,\N,4
95866,\N,\N,1
95867,\N,\N,3
95873,\N,\N,5
95878,\N,\N,5
95881,\N,\N,5
95883,\N,\N,5
95886,\N,\N,5
95893,\N,\N,\N
95896,\N,\N,1
95897,\N,\N,1
95899,\N,\N,4.7143
95904,\N,\N,5
95905,\N,\N,4.6667
95908,\N,\N,4
95913,\N,\N,3
95916,\N,\N,1
95917,\N,\N,1
95923,\N,\N,1
95924,\N,\N,5
95928,\N,\N,5
95930,\N,\N,3
95936,\N,\N,2
95938,\N,\N,5
95942,\N,\N,1
95948,\N,\N,5
95950,\N,\N,5
95953,\N,\N,5
95959,\N,\N,5
95960,\N,\N,1
95965,\N,\N,5
95966,\N,\N,5
95968,\N,\N,5
95972,\N,\N,5
95975,\N,\N,5
95980,\N,\N,5
95983,\N,\N,5
95987,Atlanta,\N,4
95999,\N,\N,1
96000,\N,\N,5
96003,\N,\N,1
96004,\N,\N,1
96005,\N,\N,1
96006,\N,\N,5
96007,\N,\N,1
96008,\N,\N,1
96012,\N,\N,1
96017,\N,\N,1
96024,\N,\N,2
96027,\N,\N,5
96028,\N,\N,3
96034,\N,\N,1.5
96036,\N,\N,5
96038,\N,\N,2
96041,\N,\N,2
96043,\N,\N,5
96047,\N,\N,1
96048,\N,\N,4.6667
96049,\N,\N,4
96050,\N,\N,1
96051,\N,\N,2
96052,\N,\N,1
96053,\N,\N,1
96057,\N,\N,1
96059,\N,\N,4
96063,\N,\N,5
96066,\N,\N,1
96075,\N,\N,1
96084,\N,\N,4.9286
96085,\N,\N,3
96093,\N,\N,1
96094,\N,\N,5
96095,\N,\N,4.3333
96099,\N,\N,5
96104,\N,\N,4
96105,"Washington, D.C.",\N,4.0833
96107,"Danbury, CT",\N,4.7
96113,\N,\N,5
96119,\N,\N,5
96121,\N,\N,1
96123,\N,\N,4
96125,\N,\N,3
96135,\N,\N,1
96136,\N,\N,2
96138,\N,\N,5
96140,\N,\N,1
96141,\N,\N,1
96144,\N,\N,5
96147,\N,\N,5
96148,\N,\N,5
96152,\N,\N,1
96154,\N,\N,5
96155,\N,\N,1
96156,\N,\N,4
96157,\N,\N,3
96159,\N,\N,5
96162,\N,\N,4
96163,\N,\N,5
96164,\N,\N,4.5
96165,\N,\N,\N
96168,\N,\N,2
96169,\N,\N,4
96171,\N,\N,4
96172,"NY, USA",\N,3.2857
96178,\N,\N,1
96180,Long Island (Suffolk County) New York,\N,4
96182,\N,\N,5
96188,\N,\N,1
96189,\N,\N,5
96191,\N,\N,3
96192,\N,\N,3
96194,\N,\N,5
96197,\N,\N,2.6667
96200,\N,\N,4
96208,\N,\N,4.25
96210,\N,\N,4
96213,\N,\N,1
96215,\N,\N,4
96224,\N,\N,1
96229,\N,\N,5
96230,\N,\N,5
96231,\N,\N,1
96238,\N,\N,1
96243,\N,\N,5
96246,\N,\N,4
96248,\N,\N,3.3333
96249,\N,\N,5
96251,\N,\N,5
96252,\N,\N,5
96254,\N,\N,5
96255,\N,\N,1
96257,\N,\N,5
96258,\N,\N,1
96261,\N,\N,1
96270,\N,\N,5
96272,\N,\N,3.2
96274,\N,\N,1
96275,\N,\N,5
96276,\N,\N,5
96278,\N,\N,5
96283,\N,\N,4
96285,\N,\N,4
96290,\N,\N,4.087
96295,\N,\N,5
96297,\N,\N,5
96298,\N,\N,2
96301,"Chennai, Tamilnadu, India",\N,4.5
96302,\N,\N,3
96304,\N,\N,2
96305,\N,\N,5
96307,\N,\N,1
96308,\N,\N,5
96312,\N,\N,5
96313,\N,\N,5
96319,\N,\N,3
96322,\N,\N,5
96327,\N,\N,1
96328,\N,\N,5
96332,\N,\N,1
96333,\N,\N,5
96340,\N,\N,1
96353,\N,\N,5
96355,\N,\N,4
96356,\N,\N,5
96359,\N,\N,5
96362,\N,\N,4
96363,\N,\N,2
96364,\N,\N,5
96365,\N,\N,2
96370,\N,\N,5
96373,\N,\N,5
96375,\N,\N,2
96376,\N,\N,5
96382,\N,\N,5
96389,"Coldwater, MI, US",\N,4
96394,\N,\N,2
96398,\N,\N,2
96400,\N,\N,5
96401,\N,\N,1
96403,\N,\N,5
96405,\N,\N,5
96406,\N,\N,5
96409,\N,\N,5
96412,\N,\N,1
96416,\N,\N,3.3333
96418,\N,\N,1
96422,\N,\N,1
96425,\N,\N,3.7692
96429,\N,\N,1
96432,\N,\N,\N
96440,\N,\N,5
96445,\N,\N,1
96447,\N,\N,1
96452,\N,\N,5
96454,\N,\N,5
96460,\N,\N,4
96462,\N,\N,5
96464,\N,\N,4
96470,\N,\N,4
96471,\N,\N,5
96476,\N,\N,5
96477,\N,\N,4
96478,\N,\N,4
96479,\N,\N,1
96480,\N,\N,3.5
96481,\N,\N,2
96482,\N,\N,1
96484,\N,\N,5
96485,\N,\N,5
96486,\N,\N,1
96487,\N,\N,4.25
96493,\N,\N,5
96496,\N,\N,1
96499,\N,\N,5
96500,\N,\N,2
96508,\N,\N,5
96510,\N,\N,5
96512,\N,\N,5
96514,\N,\N,5
96515,\N,\N,5
96521,\N,\N,4
96522,\N,\N,4.3333
96524,\N,\N,5
96532,\N,\N,5
96535,\N,\N,5
96539,Oklahoma,\N,4.5
96541,\N,\N,5
96546,\N,\N,4
96548,\N,\N,5
96551,\N,\N,2
96554,\N,\N,5
96557,\N,\N,5
96558,\N,\N,5
96560,\N,\N,5
96573,\N,\N,5
96577,"San Francisco, CA",\N,3.5556
96579,\N,\N,3.5
96583,\N,\N,1
96584,\N,\N,5
96587,\N,\N,4
96588,\N,\N,5
96595,\N,\N,1
96598,\N,\N,4
96601,\N,\N,5
96602,\N,\N,5
96616,\N,\N,2
96619,\N,\N,1
96624,\N,\N,1
96626,\N,\N,5
96630,\N,\N,5
96633,\N,\N,5
96634,\N,\N,3
96639,\N,\N,4
96645,\N,\N,3
96649,\N,\N,5
96657,\N,\N,3
96659,\N,\N,4.5
96661,\N,\N,5
96664,\N,\N,4
96665,\N,\N,3.5
96666,\N,\N,1
96667,\N,\N,1
96669,\N,\N,1
96670,\N,\N,5
96672,\N,\N,3
96673,\N,\N,4
96674,\N,\N,5
96675,\N,\N,5
96682,\N,\N,1
96685,\N,\N,5
96686,\N,\N,1
96688,\N,\N,5
96690,\N,\N,5
96698,\N,\N,5
96699,\N,\N,5
96701,\N,\N,5
96702,\N,\N,\N
96705,\N,\N,5
96709,\N,\N,1
96710,\N,\N,2
96711,\N,\N,5
96712,\N,\N,5
96713,\N,\N,5
96715,\N,\N,4
96716,\N,\N,1.5
96717,\N,\N,5
96719,\N,\N,4
96722,\N,\N,4.6667
96727,\N,\N,1
96729,\N,\N,1
96733,\N,\N,5
96740,\N,\N,1
96742,\N,\N,5
96750,\N,\N,1
96753,\N,\N,5
96756,\N,\N,1
96758,\N,\N,4
96759,\N,\N,5
96760,\N,\N,5
96761,\N,\N,4
96764,\N,\N,1
96771,\N,\N,4
96782,\N,\N,3
96787,\N,\N,4.5
96788,\N,\N,2
96789,\N,\N,1
96792,\N,\N,4
96794,\N,\N,4
96796,\N,\N,1
96799,\N,\N,5
96802,\N,\N,4.6667
96807,\N,\N,5
96810,\N,\N,1
96813,\N,\N,5
96815,\N,\N,5
96817,\N,\N,1
96826,\N,\N,2
96829,\N,\N,5
96832,\N,\N,1
96833,\N,\N,4
96835,\N,\N,5
96837,\N,\N,2
96843,\N,\N,5
96844,\N,\N,2.5
96846,\N,\N,5
96852,\N,\N,5
96860,\N,\N,2
96861,\N,\N,4.1667
96862,\N,\N,1
96864,\N,\N,1
96865,\N,\N,5
96869,\N,\N,5
96870,\N,\N,1
96872,\N,\N,4.6667
96875,\N,\N,2
96876,\N,\N,1
96881,\N,\N,5
96886,\N,\N,4
96896,\N,\N,1
96903,\N,\N,5
96909,\N,\N,3
96911,\N,\N,1
96912,\N,\N,4
96913,\N,\N,4
96932,\N,\N,1
96935,\N,\N,3
96936,\N,\N,5
96943,\N,\N,1
96944,\N,\N,5
96947,\N,\N,4
96953,\N,\N,5
96954,\N,\N,5
96957,\N,\N,1
96958,\N,\N,\N
96965,\N,\N,4
96968,\N,\N,3
96973,\N,\N,2
96974,\N,\N,1
96975,\N,\N,1
96976,\N,\N,5
96977,\N,\N,2
96978,\N,\N,5
96984,\N,\N,4
96988,\N,\N,\N
96993,\N,\N,3.5
96994,\N,\N,5
96999,\N,\N,1
97005,\N,\N,5
97007,\N,\N,4.1667
97008,\N,\N,4
97012,\N,\N,2
97015,\N,\N,4.5
97016,\N,\N,2.3333
97018,\N,\N,\N
97019,\N,\N,5
97020,\N,\N,1
97024,\N,\N,4
97029,\N,\N,4
97031,\N,\N,1
97033,\N,\N,1
97035,\N,\N,5
97040,\N,\N,3
97043,\N,\N,3.6667
97044,\N,\N,1
97045,\N,\N,1
97049,\N,\N,3
97054,\N,\N,3
97055,\N,\N,3
97058,\N,\N,1
97063,\N,\N,5
97064,\N,\N,5
97070,\N,\N,1
97071,\N,\N,5
97074,\N,\N,5
97075,\N,\N,2
97076,\N,\N,5
97084,\N,\N,4
97086,\N,\N,5
97089,\N,\N,5
97094,"East Palo Alto, CALIFORNIA",\N,4.5333
97095,\N,\N,1
97097,\N,\N,1
97098,\N,\N,\N
97099,\N,\N,4.6
97100,\N,\N,1
97101,\N,\N,1
97103,\N,\N,5
97105,\N,\N,1
97109,\N,\N,4
97110,\N,\N,5
97113,\N,\N,5
97126,\N,\N,4.6667
97127,\N,\N,1
97131,\N,\N,5
97134,\N,\N,\N
97135,\N,\N,5
97136,\N,\N,5
97139,\N,\N,4.3333
97141,\N,\N,2
97145,\N,\N,3.5
97147,\N,\N,5
97148,\N,\N,1
97153,\N,\N,3
97154,CA,\N,1
97155,\N,\N,5
97162,\N,\N,5
97163,\N,\N,5
97166,\N,\N,5
97169,"Cordova,TN  U.S.",\N,3.5
97174,\N,\N,3.5
97177,\N,\N,3.6
97181,\N,\N,5
97182,\N,\N,5
97191,\N,\N,1
97192,\N,\N,1
97194,\N,\N,5
97197,\N,\N,4
97201,\N,\N,4.5
97203,\N,\N,2
97205,\N,\N,1
97209,\N,\N,4.3333
97210,\N,\N,5
97216,\N,\N,5
97217,\N,\N,4.5
97220,\N,\N,5
97225,\N,\N,2
97235,\N,\N,5
97238,\N,\N,4.5
97240,\N,\N,4
97242,\N,\N,3.6
97243,\N,\N,4
97245,\N,\N,5
97250,\N,\N,2
97253,\N,\N,5
97254,\N,\N,4.3333
97260,\N,\N,2.6667
97262,\N,\N,5
97276,\N,\N,1
97277,\N,\N,5
97279,\N,\N,4.5
97280,\N,\N,1
97284,"New York, NY",\N,3.4286
97288,\N,\N,1
97292,\N,\N,5
97293,\N,\N,\N
97294,\N,\N,5
97300,\N,\N,2
97302,\N,\N,3
97304,\N,\N,3
97308,\N,\N,2
97310,\N,\N,\N
97312,\N,\N,4
97317,\N,\N,4
97320,\N,\N,5
97321,"College Station, TX",\N,\N
97322,\N,\N,5
97325,\N,\N,5
97332,\N,\N,5
97333,\N,\N,4
97343,Walnut Creek CA,\N,3.1176
97352,\N,\N,4
97353,\N,\N,5
97356,\N,\N,3.6
97360,\N,\N,1
97361,\N,\N,3.6667
97362,\N,\N,5
97366,\N,\N,5
97368,"Sturgis, MI",\N,4.5714
97370,\N,\N,3.6667
97378,\N,\N,5
97379,\N,\N,1
97380,\N,\N,5
97385,\N,\N,5
97387,\N,\N,3.6667
97388,\N,\N,2.4
97394,\N,\N,5
97402,\N,\N,1
97408,\N,\N,5
97409,\N,\N,3
97413,\N,\N,4.5
97415,\N,\N,5
97428,\N,\N,1
97429,\N,\N,5
97437,\N,\N,5
97439,\N,\N,4
97444,\N,\N,\N
97445,"Ontario, Canada",\N,4
97446,\N,\N,3
97447,\N,\N,5
97455,\N,\N,1
97456,\N,\N,4.25
97460,\N,\N,3
97472,\N,\N,4
97475,\N,\N,5
97476,\N,\N,\N
97478,\N,\N,5
97483,\N,\N,3
97490,\N,\N,1
97497,\N,\N,2
97500,\N,\N,3
97502,\N,\N,5
97510,\N,\N,4
97515,\N,\N,4
97522,\N,\N,4
97531,\N,\N,3.5
97534,\N,\N,4.4444
97544,\N,\N,3
97548,\N,\N,5
97552,\N,\N,5
97559,\N,\N,5
97564,\N,\N,3
97566,\N,\N,4
97568,\N,\N,1
97574,\N,\N,5
97576,\N,\N,5
97577,\N,\N,5
97578,\N,\N,5
97588,\N,\N,5
97592,\N,\N,1
97599,"Littleton, CO",\N,4
97600,\N,\N,5
97601,\N,\N,5
97604,\N,\N,5
97610,\N,\N,4
97616,\N,\N,1
97617,\N,\N,4.6
97618,\N,\N,\N
97619,\N,\N,4
97621,\N,\N,4
97630,\N,\N,3
97633,\N,\N,5
97639,\N,\N,1
97641,\N,\N,5
97643,\N,\N,5
97645,\N,\N,4
97646,\N,\N,1
97667,\N,\N,1
97670,\N,\N,2.5
97676,\N,\N,3
97680,\N,\N,3
97683,\N,\N,5
97688,\N,\N,4
97689,\N,\N,2
97691,\N,\N,1
97697,\N,\N,5
97700,\N,\N,2
97710,\N,\N,4.3333
97717,\N,\N,2
97718,\N,\N,5
97723,\N,\N,5
97726,\N,\N,5
97727,\N,\N,5
97729,\N,\N,\N
97733,\N,\N,5
97735,\N,\N,4
97738,\N,\N,5
97744,\N,\N,2.3333
97745,\N,\N,1
97754,\N,\N,4
97758,\N,\N,3
97759,\N,\N,1
97768,\N,\N,4.8889
97769,\N,\N,5
97771,\N,\N,4.3333
97774,\N,\N,1
97775,\N,\N,4.1111
97777,"Scottsdale, AZ",\N,2.5
97779,\N,\N,5
97781,\N,\N,4
97783,\N,\N,5
97788,\N,\N,1
97790,\N,\N,4.6667
97794,\N,\N,2
97801,\N,\N,1
97803,\N,\N,5
97805,\N,\N,5
97809,\N,\N,5
97810,\N,\N,5
97811,"chesapeake, Va",\N,3
97812,\N,\N,5
97816,\N,\N,1
97818,"Avon Lake, Ohio",\N,5
97819,\N,\N,5
97821,\N,\N,5
97828,\N,\N,5
97830,"Houston, Texas, USA",\N,4.5625
97831,\N,\N,5
97833,\N,\N,4
97834,\N,\N,5
97841,"Brooklyn, NY, USA",\N,5
97843,\N,\N,1
97844,\N,\N,4
97846,\N,\N,5
97850,\N,\N,1
97854,\N,\N,1
97860,\N,\N,3.6
97861,\N,\N,5
97863,\N,\N,4
97864,\N,\N,5
97866,\N,\N,2
97867,\N,\N,2
97869,\N,\N,5
97871,"New Haven, CT",\N,5
97875,\N,\N,4
97877,\N,\N,1
97878,\N,\N,5
97880,\N,\N,4
97882,\N,\N,1
97884,\N,\N,1
97885,\N,\N,2
97887,\N,\N,5
97889,\N,\N,1
97894,\N,\N,1
97903,\N,\N,5
97905,\N,\N,4.6667
97909,\N,\N,1
97919,\N,\N,1
97929,\N,\N,4
97933,\N,\N,3
97935,\N,\N,4
97941,\N,\N,1
97943,\N,\N,1
97946,\N,\N,5
97950,\N,\N,5
97957,\N,\N,3.6
97959,\N,\N,5
97965,\N,\N,1
97969,\N,\N,5
97971,\N,\N,5
97972,\N,\N,4.5
97973,\N,\N,4
97980,\N,\N,4
97981,\N,\N,1
97982,\N,\N,4
97983,\N,\N,5
97987,\N,\N,5
97989,\N,\N,4
97996,\N,\N,2
97999,\N,\N,1
98001,\N,\N,4
98005,\N,\N,1
98008,\N,\N,5
98009,\N,\N,3
98015,\N,\N,4
98020,\N,\N,3
98021,\N,\N,5
98023,\N,\N,5
98029,\N,\N,5
98031,\N,\N,5
98036,\N,\N,5
98038,\N,\N,5
98045,"Bel Air, Maryland",\N,3.8
98050,\N,\N,5
98051,\N,\N,1
98056,\N,\N,3
98062,\N,\N,3
98063,\N,\N,3
98064,\N,\N,1
98068,\N,\N,2
98070,\N,\N,2.8
98075,\N,\N,3.3333
98077,\N,\N,3.5
98085,\N,\N,1
98088,\N,\N,5
98090,\N,\N,5
98097,\N,\N,5
98101,\N,\N,5
98104,\N,\N,1
98105,Oregon,\N,3.5
98107,\N,\N,5
98109,\N,\N,1
98119,\N,\N,2
98120,\N,\N,5
98123,\N,\N,5
98126,\N,\N,5
98133,\N,\N,5
98136,\N,\N,\N
98138,\N,\N,\N
98143,\N,\N,5
98144,\N,\N,2
98145,\N,\N,3.5
98148,\N,\N,5
98151,\N,\N,5
98153,\N,\N,1
98160,"Boston, Ma",\N,4.4
98161,"Virginia, USA",\N,4.1111
98163,\N,\N,2
98165,\N,\N,2.5
98167,\N,\N,4
98168,\N,\N,4.1
98169,\N,\N,4.6667
98178,\N,\N,5
98187,\N,\N,5
98188,\N,\N,1
98189,\N,\N,2
98193,\N,\N,5
98199,\N,\N,5
98202,\N,\N,5
98205,\N,\N,1.5
98208,\N,\N,1
98209,\N,\N,5
98210,\N,\N,5
98212,\N,\N,\N
98213,\N,\N,4
98216,\N,\N,3.6667
98218,\N,\N,5
98219,\N,\N,4.8
98220,Michigan,\N,4.5
98230,\N,\N,4
98234,\N,\N,4.6
98235,\N,\N,1
98237,\N,\N,4
98238,\N,\N,3.5
98241,\N,\N,3.75
98250,\N,\N,5
98253,\N,\N,3.6667
98258,\N,\N,3
98263,\N,\N,1
98266,\N,\N,4.25
98269,\N,\N,4
98274,\N,\N,3.95
98278,\N,\N,5
98292,\N,\N,1
98295,\N,\N,4
98303,"hammond, wi",\N,4.5714
98312,\N,\N,5
98317,\N,\N,3
98319,\N,\N,3.6
98325,\N,\N,4.6667
98326,\N,\N,1
98328,\N,\N,5
98333,\N,\N,3
98334,\N,\N,2
98336,\N,\N,4.3333
98342,\N,\N,5
98364,\N,\N,\N
98368,\N,\N,1
98378,\N,\N,3
98389,"Pembroke Pines, FL, USA",\N,2.5714
98391,\N,\N,5
98392,\N,\N,4
98393,"New Orleans, LA",\N,4
98397,\N,\N,4.5
98398,\N,\N,5
98404,\N,\N,4
98407,\N,\N,4
98409,\N,\N,4
98410,\N,\N,5
98414,\N,\N,1
98416,Planet George,\N,4.3333
98418,\N,\N,1
98423,\N,\N,2.5
98424,\N,\N,4
98428,\N,\N,4
98432,\N,\N,5
98437,\N,\N,5
98440,\N,\N,1
98445,\N,\N,5
98450,\N,\N,1
98454,\N,\N,5
98459,\N,\N,1
98460,\N,\N,\N
98468,\N,\N,3
98475,\N,\N,4
98479,\N,\N,5
98481,\N,\N,4
98483,\N,\N,1
98487,\N,\N,5
98492,\N,\N,5
98493,\N,\N,3
98496,\N,\N,5
98497,\N,\N,1
98499,\N,\N,5
98506,\N,\N,5
98507,\N,\N,5
98509,\N,\N,4
98512,\N,\N,5
